city,date,aqi,pm2_5,pm10,no2,co,dominant_pollutant
London,2013-08-20,38,38,16.0,49.9,3.9,pm25
New York,2013-08-20,21,21,,,,pm25
Delhi,2013-08-21,313,313,,,,pm25
London,2013-08-21,38,38,16.0,49.9,3.9,pm25
New York,2013-08-21,21,21,,,,pm25
Delhi,2013-08-22,313,313,,,,pm25
London,2013-08-22,38,38,16.0,49.9,3.9,pm25
New York,2013-08-22,21,21,,,,pm25
Delhi,2013-08-23,313,313,,,,pm25
London,2013-08-23,38,38,16.0,49.9,3.9,pm25
New York,2013-08-23,21,21,,,,pm25
Delhi,2013-08-24,313,313,,,,pm25
London,2013-08-24,38,38,16.0,49.9,3.9,pm25
New York,2013-08-24,21,21,,,,pm25
Delhi,2013-08-25,313,313,,,,pm25
London,2013-08-25,38,38,16.0,49.9,3.9,pm25
New York,2013-08-25,21,21,,,,pm25
Delhi,2013-08-26,313,313,,,,pm25
London,2013-08-26,38,38,16.0,49.9,3.9,pm25
New York,2013-08-26,21,21,,,,pm25
Delhi,2013-08-27,313,313,,,,pm25
London,2013-08-27,38,38,16.0,49.9,3.9,pm25
New York,2013-08-27,21,21,,,,pm25
Delhi,2013-08-28,313,313,,,,pm25
London,2013-08-28,38,38,16.0,49.9,3.9,pm25
New York,2013-08-28,21,21,,,,pm25
Delhi,2013-08-29,313,313,,,,pm25
London,2013-08-29,38,38,16.0,49.9,3.9,pm25
New York,2013-08-29,21,21,,,,pm25
Delhi,2013-08-30,313,313,,,,pm25
London,2013-08-30,38,38,16.0,49.9,3.9,pm25
New York,2013-08-30,21,21,,,,pm25
Delhi,2013-08-31,313,313,,,,pm25
London,2013-08-31,38,38,16.0,49.9,3.9,pm25
New York,2013-08-31,21,21,,,,pm25
Delhi,2013-09-01,313,313,,,,pm25
London,2013-09-01,38,38,16.0,49.9,3.9,pm25
New York,2013-09-01,21,21,,,,pm25
Delhi,2013-09-02,313,313,,,,pm25
London,2013-09-02,38,38,16.0,49.9,3.9,pm25
New York,2013-09-02,21,21,,,,pm25
Delhi,2013-09-03,313,313,,,,pm25
London,2013-09-03,38,38,16.0,49.9,3.9,pm25
New York,2013-09-03,21,21,,,,pm25
Delhi,2013-09-04,313,313,,,,pm25
London,2013-09-04,38,38,16.0,49.9,3.9,pm25
New York,2013-09-04,21,21,,,,pm25
Delhi,2013-09-05,313,313,,,,pm25
London,2013-09-05,38,38,16.0,49.9,3.9,pm25
New York,2013-09-05,21,21,,,,pm25
Delhi,2013-09-06,313,313,,,,pm25
London,2013-09-06,38,38,16.0,49.9,3.9,pm25
New York,2013-09-06,21,21,,,,pm25
Delhi,2013-09-07,313,313,,,,pm25
London,2013-09-07,38,38,16.0,49.9,3.9,pm25
New York,2013-09-07,21,21,,,,pm25
Delhi,2013-09-08,313,313,,,,pm25
London,2013-09-08,38,38,16.0,49.9,3.9,pm25
New York,2013-09-08,21,21,,,,pm25
Delhi,2013-09-09,313,313,,,,pm25
London,2013-09-09,38,38,16.0,49.9,3.9,pm25
New York,2013-09-09,21,21,,,,pm25
Delhi,2013-09-10,313,313,,,,pm25
London,2013-09-10,38,38,16.0,49.9,3.9,pm25
New York,2013-09-10,21,21,,,,pm25
Delhi,2013-09-11,313,313,,,,pm25
London,2013-09-11,38,38,16.0,49.9,3.9,pm25
New York,2013-09-11,21,21,,,,pm25
Delhi,2013-09-12,313,313,,,,pm25
London,2013-09-12,38,38,16.0,49.9,3.9,pm25
New York,2013-09-12,21,21,,,,pm25
Delhi,2013-09-13,313,313,,,,pm25
London,2013-09-13,38,38,16.0,49.9,3.9,pm25
New York,2013-09-13,21,21,,,,pm25
Delhi,2013-09-14,313,313,,,,pm25
London,2013-09-14,38,38,16.0,49.9,3.9,pm25
New York,2013-09-14,21,21,,,,pm25
Delhi,2013-09-15,313,313,,,,pm25
London,2013-09-15,38,38,16.0,49.9,3.9,pm25
New York,2013-09-15,21,21,,,,pm25
Delhi,2013-09-16,313,313,,,,pm25
London,2013-09-16,38,38,16.0,49.9,3.9,pm25
New York,2013-09-16,21,21,,,,pm25
Delhi,2013-09-17,313,313,,,,pm25
London,2013-09-17,38,38,16.0,49.9,3.9,pm25
New York,2013-09-17,21,21,,,,pm25
Delhi,2013-09-18,313,313,,,,pm25
London,2013-09-18,38,38,16.0,49.9,3.9,pm25
New York,2013-09-18,21,21,,,,pm25
Delhi,2013-09-19,313,313,,,,pm25
London,2013-09-19,38,38,16.0,49.9,3.9,pm25
New York,2013-09-19,21,21,,,,pm25
Delhi,2013-09-20,313,313,,,,pm25
London,2013-09-20,38,38,16.0,49.9,3.9,pm25
New York,2013-09-20,21,21,,,,pm25
Delhi,2013-09-21,313,313,,,,pm25
London,2013-09-21,38,38,16.0,49.9,3.9,pm25
New York,2013-09-21,21,21,,,,pm25
Delhi,2013-09-22,313,313,,,,pm25
London,2013-09-22,38,38,16.0,49.9,3.9,pm25
New York,2013-09-22,21,21,,,,pm25
Delhi,2013-09-23,313,313,,,,pm25
London,2013-09-23,38,38,16.0,49.9,3.9,pm25
New York,2013-09-23,21,21,,,,pm25
Delhi,2013-09-24,313,313,,,,pm25
London,2013-09-24,38,38,16.0,49.9,3.9,pm25
New York,2013-09-24,21,21,,,,pm25
Delhi,2013-09-25,313,313,,,,pm25
London,2013-09-25,38,38,16.0,49.9,3.9,pm25
New York,2013-09-25,21,21,,,,pm25
Delhi,2013-09-26,313,313,,,,pm25
London,2013-09-26,38,38,16.0,49.9,3.9,pm25
New York,2013-09-26,21,21,,,,pm25
Delhi,2013-09-27,313,313,,,,pm25
London,2013-09-27,38,38,16.0,49.9,3.9,pm25
New York,2013-09-27,21,21,,,,pm25
Delhi,2013-09-28,313,313,,,,pm25
London,2013-09-28,38,38,16.0,49.9,3.9,pm25
New York,2013-09-28,21,21,,,,pm25
Delhi,2013-09-29,313,313,,,,pm25
London,2013-09-29,38,38,16.0,49.9,3.9,pm25
New York,2013-09-29,21,21,,,,pm25
Delhi,2013-09-30,313,313,,,,pm25
London,2013-09-30,38,38,16.0,49.9,3.9,pm25
New York,2013-09-30,21,21,,,,pm25
Delhi,2013-10-01,313,313,,,,pm25
London,2013-10-01,38,38,16.0,49.9,3.9,pm25
New York,2013-10-01,21,21,,,,pm25
Delhi,2013-10-02,313,313,,,,pm25
London,2013-10-02,38,38,16.0,49.9,3.9,pm25
New York,2013-10-02,21,21,,,,pm25
Delhi,2013-10-03,313,313,,,,pm25
London,2013-10-03,38,38,16.0,49.9,3.9,pm25
New York,2013-10-03,21,21,,,,pm25
Delhi,2013-10-04,313,313,,,,pm25
London,2013-10-04,38,38,16.0,49.9,3.9,pm25
New York,2013-10-04,21,21,,,,pm25
Delhi,2013-10-05,313,313,,,,pm25
London,2013-10-05,38,38,16.0,49.9,3.9,pm25
New York,2013-10-05,21,21,,,,pm25
Delhi,2013-10-06,313,313,,,,pm25
London,2013-10-06,38,38,16.0,49.9,3.9,pm25
New York,2013-10-06,21,21,,,,pm25
Delhi,2013-10-07,313,313,,,,pm25
London,2013-10-07,38,38,16.0,49.9,3.9,pm25
New York,2013-10-07,21,21,,,,pm25
Delhi,2013-10-08,313,313,,,,pm25
London,2013-10-08,38,38,16.0,49.9,3.9,pm25
New York,2013-10-08,21,21,,,,pm25
Delhi,2013-10-09,313,313,,,,pm25
London,2013-10-09,38,38,16.0,49.9,3.9,pm25
New York,2013-10-09,21,21,,,,pm25
Delhi,2013-10-10,313,313,,,,pm25
London,2013-10-10,38,38,16.0,49.9,3.9,pm25
New York,2013-10-10,21,21,,,,pm25
Delhi,2013-10-11,313,313,,,,pm25
London,2013-10-11,38,38,16.0,49.9,3.9,pm25
New York,2013-10-11,21,21,,,,pm25
Delhi,2013-10-12,313,313,,,,pm25
London,2013-10-12,38,38,16.0,49.9,3.9,pm25
New York,2013-10-12,21,21,,,,pm25
Delhi,2013-10-13,313,313,,,,pm25
London,2013-10-13,38,38,16.0,49.9,3.9,pm25
New York,2013-10-13,21,21,,,,pm25
Delhi,2013-10-14,313,313,,,,pm25
London,2013-10-14,38,38,16.0,49.9,3.9,pm25
New York,2013-10-14,21,21,,,,pm25
Delhi,2013-10-15,313,313,,,,pm25
London,2013-10-15,38,38,16.0,49.9,3.9,pm25
New York,2013-10-15,21,21,,,,pm25
Delhi,2013-10-16,313,313,,,,pm25
London,2013-10-16,38,38,16.0,49.9,3.9,pm25
New York,2013-10-16,21,21,,,,pm25
Delhi,2013-10-17,313,313,,,,pm25
London,2013-10-17,38,38,16.0,49.9,3.9,pm25
New York,2013-10-17,21,21,,,,pm25
Delhi,2013-10-18,313,313,,,,pm25
London,2013-10-18,38,38,16.0,49.9,3.9,pm25
New York,2013-10-18,21,21,,,,pm25
Delhi,2013-10-19,313,313,,,,pm25
London,2013-10-19,38,38,16.0,49.9,3.9,pm25
New York,2013-10-19,21,21,,,,pm25
Delhi,2013-10-20,313,313,,,,pm25
London,2013-10-20,38,38,16.0,49.9,3.9,pm25
New York,2013-10-20,21,21,,,,pm25
Delhi,2013-10-21,313,313,,,,pm25
London,2013-10-21,38,38,16.0,49.9,3.9,pm25
New York,2013-10-21,21,21,,,,pm25
Delhi,2013-10-22,313,313,,,,pm25
London,2013-10-22,38,38,16.0,49.9,3.9,pm25
New York,2013-10-22,21,21,,,,pm25
Delhi,2013-10-23,313,313,,,,pm25
London,2013-10-23,38,38,16.0,49.9,3.9,pm25
New York,2013-10-23,21,21,,,,pm25
Delhi,2013-10-24,313,313,,,,pm25
London,2013-10-24,38,38,16.0,49.9,3.9,pm25
New York,2013-10-24,21,21,,,,pm25
Delhi,2013-10-25,313,313,,,,pm25
London,2013-10-25,38,38,16.0,49.9,3.9,pm25
New York,2013-10-25,21,21,,,,pm25
Delhi,2013-10-26,313,313,,,,pm25
London,2013-10-26,38,38,16.0,49.9,3.9,pm25
New York,2013-10-26,21,21,,,,pm25
Delhi,2013-10-27,313,313,,,,pm25
London,2013-10-27,38,38,16.0,49.9,3.9,pm25
New York,2013-10-27,21,21,,,,pm25
Delhi,2013-10-28,313,313,,,,pm25
London,2013-10-28,38,38,16.0,49.9,3.9,pm25
New York,2013-10-28,21,21,,,,pm25
Delhi,2013-10-29,313,313,,,,pm25
London,2013-10-29,38,38,16.0,49.9,3.9,pm25
New York,2013-10-29,21,21,,,,pm25
Delhi,2013-10-30,313,313,,,,pm25
London,2013-10-30,38,38,16.0,49.9,3.9,pm25
New York,2013-10-30,21,21,,,,pm25
Delhi,2013-10-31,313,313,,,,pm25
London,2013-10-31,38,38,16.0,49.9,3.9,pm25
New York,2013-10-31,21,21,,,,pm25
Delhi,2013-11-01,313,313,,,,pm25
London,2013-11-01,38,38,16.0,49.9,3.9,pm25
New York,2013-11-01,21,21,,,,pm25
Delhi,2013-11-02,313,313,,,,pm25
London,2013-11-02,38,38,16.0,49.9,3.9,pm25
New York,2013-11-02,21,21,,,,pm25
Delhi,2013-11-03,313,313,,,,pm25
London,2013-11-03,38,38,16.0,49.9,3.9,pm25
New York,2013-11-03,21,21,,,,pm25
Delhi,2013-11-04,313,313,,,,pm25
London,2013-11-04,38,38,16.0,49.9,3.9,pm25
New York,2013-11-04,21,21,,,,pm25
Delhi,2013-11-05,313,313,,,,pm25
London,2013-11-05,38,38,16.0,49.9,3.9,pm25
New York,2013-11-05,21,21,,,,pm25
Delhi,2013-11-06,313,313,,,,pm25
London,2013-11-06,38,38,16.0,49.9,3.9,pm25
New York,2013-11-06,21,21,,,,pm25
Delhi,2013-11-07,313,313,,,,pm25
London,2013-11-07,38,38,16.0,49.9,3.9,pm25
New York,2013-11-07,21,21,,,,pm25
Delhi,2013-11-08,313,313,,,,pm25
London,2013-11-08,38,38,16.0,49.9,3.9,pm25
New York,2013-11-08,21,21,,,,pm25
Delhi,2013-11-09,313,313,,,,pm25
London,2013-11-09,38,38,16.0,49.9,3.9,pm25
New York,2013-11-09,21,21,,,,pm25
Delhi,2013-11-10,313,313,,,,pm25
London,2013-11-10,38,38,16.0,49.9,3.9,pm25
New York,2013-11-10,21,21,,,,pm25
Delhi,2013-11-11,313,313,,,,pm25
London,2013-11-11,38,38,16.0,49.9,3.9,pm25
New York,2013-11-11,21,21,,,,pm25
Delhi,2013-11-12,313,313,,,,pm25
London,2013-11-12,38,38,16.0,49.9,3.9,pm25
New York,2013-11-12,21,21,,,,pm25
Delhi,2013-11-13,313,313,,,,pm25
London,2013-11-13,38,38,16.0,49.9,3.9,pm25
New York,2013-11-13,21,21,,,,pm25
Delhi,2013-11-14,313,313,,,,pm25
London,2013-11-14,38,38,16.0,49.9,3.9,pm25
New York,2013-11-14,21,21,,,,pm25
Delhi,2013-11-15,313,313,,,,pm25
London,2013-11-15,38,38,16.0,49.9,3.9,pm25
New York,2013-11-15,21,21,,,,pm25
Delhi,2013-11-16,313,313,,,,pm25
London,2013-11-16,38,38,16.0,49.9,3.9,pm25
New York,2013-11-16,21,21,,,,pm25
Delhi,2013-11-17,313,313,,,,pm25
London,2013-11-17,38,38,16.0,49.9,3.9,pm25
New York,2013-11-17,21,21,,,,pm25
Delhi,2013-11-18,313,313,,,,pm25
London,2013-11-18,38,38,16.0,49.9,3.9,pm25
New York,2013-11-18,21,21,,,,pm25
Delhi,2013-11-19,313,313,,,,pm25
London,2013-11-19,38,38,16.0,49.9,3.9,pm25
New York,2013-11-19,21,21,,,,pm25
Delhi,2013-11-20,313,313,,,,pm25
London,2013-11-20,38,38,16.0,49.9,3.9,pm25
New York,2013-11-20,21,21,,,,pm25
Delhi,2013-11-21,313,313,,,,pm25
London,2013-11-21,38,38,16.0,49.9,3.9,pm25
New York,2013-11-21,21,21,,,,pm25
Delhi,2013-11-22,313,313,,,,pm25
London,2013-11-22,38,38,16.0,49.9,3.9,pm25
New York,2013-11-22,21,21,,,,pm25
Delhi,2013-11-23,313,313,,,,pm25
London,2013-11-23,38,38,16.0,49.9,3.9,pm25
New York,2013-11-23,21,21,,,,pm25
Delhi,2013-11-24,313,313,,,,pm25
London,2013-11-24,38,38,16.0,49.9,3.9,pm25
New York,2013-11-24,21,21,,,,pm25
Delhi,2013-11-25,313,313,,,,pm25
London,2013-11-25,25,25,21.0,26.1,3.9,pm25
New York,2013-11-25,21,21,,,,pm25
Delhi,2013-11-26,313,313,,,,pm25
London,2013-11-26,25,25,21.0,26.1,3.9,pm25
New York,2013-11-26,21,21,,,,pm25
Delhi,2013-11-27,313,313,,,,pm25
London,2013-11-27,25,25,21.0,26.1,3.9,pm25
New York,2013-11-27,21,21,,,,pm25
Delhi,2013-11-28,313,313,,,,pm25
London,2013-11-28,25,25,21.0,26.1,3.9,pm25
New York,2013-11-28,21,21,,,,pm25
Delhi,2013-11-29,313,313,,,,pm25
London,2013-11-29,25,25,21.0,26.1,3.9,pm25
New York,2013-11-29,21,21,,,,pm25
Delhi,2013-11-30,313,313,,,,pm25
London,2013-11-30,25,25,21.0,26.1,3.9,pm25
New York,2013-11-30,21,21,,,,pm25
Delhi,2013-12-01,313,313,,,,pm25
London,2013-12-01,25,25,21.0,26.1,3.9,pm25
New York,2013-12-01,21,21,,,,pm25
Delhi,2013-12-02,313,313,,,,pm25
London,2013-12-02,25,25,21.0,26.1,3.9,pm25
New York,2013-12-02,21,21,,,,pm25
Delhi,2013-12-03,313,313,,,,pm25
London,2013-12-03,25,25,21.0,26.1,3.9,pm25
New York,2013-12-03,21,21,,,,pm25
Delhi,2013-12-04,313,313,,,,pm25
London,2013-12-04,25,25,21.0,26.1,3.9,pm25
New York,2013-12-04,21,21,,,,pm25
Delhi,2013-12-05,313,313,,,,pm25
London,2013-12-05,25,25,21.0,26.1,3.9,pm25
New York,2013-12-05,21,21,,,,pm25
Delhi,2013-12-06,313,313,,,,pm25
London,2013-12-06,25,25,21.0,26.1,3.9,pm25
New York,2013-12-06,21,21,,,,pm25
Delhi,2013-12-07,313,313,,,,pm25
London,2013-12-07,25,25,21.0,26.1,3.9,pm25
New York,2013-12-07,21,21,,,,pm25
Delhi,2013-12-08,313,313,,,,pm25
London,2013-12-08,25,25,21.0,26.1,3.9,pm25
New York,2013-12-08,21,21,,,,pm25
Delhi,2013-12-09,313,313,,,,pm25
London,2013-12-09,25,25,21.0,26.1,3.9,pm25
New York,2013-12-09,21,21,,,,pm25
Delhi,2013-12-10,313,313,,,,pm25
London,2013-12-10,25,25,21.0,26.1,3.9,pm25
New York,2013-12-10,21,21,,,,pm25
Delhi,2013-12-11,313,313,,,,pm25
London,2013-12-11,25,25,21.0,26.1,3.9,pm25
New York,2013-12-11,21,21,,,,pm25
Delhi,2013-12-12,313,313,,,,pm25
London,2013-12-12,25,25,21.0,26.1,3.9,pm25
New York,2013-12-12,21,21,,,,pm25
Delhi,2013-12-13,313,313,,,,pm25
London,2013-12-13,25,25,21.0,26.1,3.9,pm25
New York,2013-12-13,21,21,,,,pm25
Delhi,2013-12-14,313,313,,,,pm25
London,2013-12-14,25,25,21.0,26.1,3.9,pm25
New York,2013-12-14,21,21,,,,pm25
Delhi,2013-12-15,313,313,,,,pm25
London,2013-12-15,25,25,21.0,26.1,3.9,pm25
New York,2013-12-15,21,21,,,,pm25
Delhi,2013-12-16,313,313,,,,pm25
London,2013-12-16,25,25,21.0,26.1,3.9,pm25
New York,2013-12-16,21,21,,,,pm25
Delhi,2013-12-17,313,313,,,,pm25
London,2013-12-17,25,25,21.0,26.1,3.9,pm25
New York,2013-12-17,21,21,,,,pm25
Delhi,2013-12-18,313,313,,,,pm25
London,2013-12-18,25,25,21.0,26.1,3.9,pm25
New York,2013-12-18,21,21,,,,pm25
Delhi,2013-12-19,313,313,,,,pm25
London,2013-12-19,25,25,21.0,26.1,3.9,pm25
New York,2013-12-19,21,21,,,,pm25
Delhi,2013-12-20,313,313,,,,pm25
London,2013-12-20,25,25,21.0,26.1,3.9,pm25
New York,2013-12-20,21,21,,,,pm25
Delhi,2013-12-21,313,313,,,,pm25
London,2013-12-21,25,25,21.0,26.1,3.9,pm25
New York,2013-12-21,21,21,,,,pm25
Delhi,2013-12-22,313,313,,,,pm25
London,2013-12-22,25,25,21.0,26.1,3.9,pm25
New York,2013-12-22,21,21,,,,pm25
Delhi,2013-12-23,313,313,,,,pm25
London,2013-12-23,25,25,21.0,26.1,3.9,pm25
New York,2013-12-23,21,21,,,,pm25
Delhi,2013-12-24,313,313,,,,pm25
London,2013-12-24,25,25,21.0,26.1,3.9,pm25
New York,2013-12-24,21,21,,,,pm25
Delhi,2013-12-25,313,313,,,,pm25
London,2013-12-25,25,25,21.0,26.1,3.9,pm25
New York,2013-12-25,21,21,,,,pm25
Delhi,2013-12-26,313,313,,,,pm25
London,2013-12-26,25,25,21.0,26.1,3.9,pm25
New York,2013-12-26,21,21,,,,pm25
Delhi,2013-12-27,313,313,,,,pm25
London,2013-12-27,25,25,21.0,26.1,3.9,pm25
New York,2013-12-27,21,21,,,,pm25
Delhi,2013-12-28,313,313,,,,pm25
London,2013-12-28,25,25,21.0,26.1,3.9,pm25
New York,2013-12-28,21,21,,,,pm25
Delhi,2013-12-29,313,313,,,,pm25
London,2013-12-29,25,25,21.0,26.1,3.9,pm25
New York,2013-12-29,21,21,,,,pm25
Delhi,2013-12-30,313,313,,,,pm25
London,2013-12-30,25,25,21.0,26.1,3.9,pm25
New York,2013-12-30,21,21,,,,pm25
Delhi,2013-12-31,313,313,,,,pm25
London,2013-12-31,25,25,21.0,26.1,3.9,pm25
New York,2013-12-31,21,21,,,,pm25
Delhi,2014-01-01,313,313,,,,pm25
London,2014-01-01,25,25,21.0,26.1,3.9,pm25
New York,2014-01-01,21,21,,,,pm25
Delhi,2014-01-02,313,313,,,,pm25
London,2014-01-02,25,25,21.0,26.1,3.9,pm25
New York,2014-01-02,21,21,,,,pm25
Delhi,2014-01-03,313,313,,,,pm25
London,2014-01-03,25,25,21.0,26.1,3.9,pm25
New York,2014-01-03,21,21,,,,pm25
Delhi,2014-01-04,313,313,,,,pm25
London,2014-01-04,25,25,21.0,26.1,3.9,pm25
New York,2014-01-04,21,21,,,,pm25
Delhi,2014-01-05,313,313,,,,pm25
London,2014-01-05,25,25,21.0,26.1,3.9,pm25
New York,2014-01-05,21,21,,,,pm25
Delhi,2014-01-06,313,313,,,,pm25
London,2014-01-06,25,25,21.0,26.1,3.9,pm25
New York,2014-01-06,21,21,,,,pm25
Delhi,2014-01-07,313,313,,,,pm25
London,2014-01-07,25,25,21.0,26.1,3.9,pm25
New York,2014-01-07,21,21,,,,pm25
Delhi,2014-01-08,313,313,,,,pm25
London,2014-01-08,25,25,21.0,26.1,3.9,pm25
New York,2014-01-08,21,21,,,,pm25
Delhi,2014-01-09,313,313,,,,pm25
London,2014-01-09,25,25,21.0,26.1,3.9,pm25
New York,2014-01-09,21,21,,,,pm25
Delhi,2014-01-10,313,313,,,,pm25
London,2014-01-10,25,25,21.0,26.1,3.9,pm25
New York,2014-01-10,21,21,,,,pm25
Delhi,2014-01-11,313,313,,,,pm25
London,2014-01-11,25,25,21.0,26.1,3.9,pm25
New York,2014-01-11,21,21,,,,pm25
Delhi,2014-01-12,313,313,,,,pm25
London,2014-01-12,25,25,21.0,26.1,3.9,pm25
New York,2014-01-12,21,21,,,,pm25
Delhi,2014-01-13,313,313,,,,pm25
London,2014-01-13,25,25,21.0,26.1,3.9,pm25
New York,2014-01-13,21,21,,,,pm25
Delhi,2014-01-14,313,313,,,,pm25
London,2014-01-14,25,25,21.0,26.1,3.9,pm25
New York,2014-01-14,21,21,,,,pm25
Delhi,2014-01-15,313,313,,,,pm25
London,2014-01-15,25,25,21.0,26.1,3.9,pm25
New York,2014-01-15,21,21,,,,pm25
Delhi,2014-01-16,306,306,,,,pm25
London,2014-01-16,25,25,21.0,26.1,3.9,pm25
New York,2014-01-16,21,21,,,,pm25
Delhi,2014-01-17,306,306,,,,pm25
London,2014-01-17,25,25,21.0,26.1,3.9,pm25
New York,2014-01-17,21,21,,,,pm25
Delhi,2014-01-18,306,306,,,,pm25
London,2014-01-18,25,25,21.0,26.1,3.9,pm25
New York,2014-01-18,21,21,,,,pm25
Delhi,2014-01-19,306,306,,,,pm25
London,2014-01-19,25,25,21.0,26.1,3.9,pm25
New York,2014-01-19,21,21,,,,pm25
Delhi,2014-01-20,306,306,,,,pm25
London,2014-01-20,25,25,21.0,26.1,3.9,pm25
New York,2014-01-20,21,21,,,,pm25
Delhi,2014-01-21,306,306,,,,pm25
London,2014-01-21,25,25,21.0,26.1,3.9,pm25
New York,2014-01-21,21,21,,,,pm25
Delhi,2014-01-22,306,306,,,,pm25
London,2014-01-22,25,25,21.0,26.1,3.9,pm25
New York,2014-01-22,21,21,,,,pm25
Delhi,2014-01-23,306,306,,,,pm25
London,2014-01-23,25,25,21.0,26.1,3.9,pm25
New York,2014-01-23,21,21,,,,pm25
Delhi,2014-01-24,306,306,,,,pm25
London,2014-01-24,25,25,21.0,26.1,3.9,pm25
New York,2014-01-24,21,21,,,,pm25
Delhi,2014-01-25,306,306,,,,pm25
London,2014-01-25,25,25,21.0,26.1,3.9,pm25
New York,2014-01-25,21,21,,,,pm25
Delhi,2014-01-26,306,306,,,,pm25
London,2014-01-26,25,25,21.0,26.1,3.9,pm25
New York,2014-01-26,21,21,,,,pm25
Delhi,2014-01-27,306,306,,,,pm25
London,2014-01-27,25,25,21.0,26.1,3.9,pm25
New York,2014-01-27,21,21,,,,pm25
Delhi,2014-01-28,306,306,,,,pm25
London,2014-01-28,25,25,21.0,26.1,3.9,pm25
New York,2014-01-28,21,21,,,,pm25
Delhi,2014-01-29,306,306,,,,pm25
London,2014-01-29,25,25,21.0,26.1,3.9,pm25
New York,2014-01-29,21,21,,,,pm25
Delhi,2014-01-30,306,306,,,,pm25
London,2014-01-30,25,25,21.0,26.1,3.9,pm25
New York,2014-01-30,21,21,,,,pm25
Delhi,2014-01-31,306,306,,,,pm25
London,2014-01-31,25,25,21.0,26.1,3.9,pm25
New York,2014-01-31,21,21,,,,pm25
Delhi,2014-02-01,306,306,,,,pm25
London,2014-02-01,25,25,21.0,26.1,3.9,pm25
New York,2014-02-01,21,21,,,,pm25
Delhi,2014-02-02,306,306,,,,pm25
London,2014-02-02,25,25,21.0,26.1,3.9,pm25
New York,2014-02-02,21,21,,,,pm25
Delhi,2014-02-03,306,306,,,,pm25
London,2014-02-03,25,25,21.0,26.1,3.9,pm25
New York,2014-02-03,21,21,,,,pm25
Delhi,2014-02-04,306,306,,,,pm25
London,2014-02-04,25,25,21.0,26.1,3.9,pm25
New York,2014-02-04,21,21,,,,pm25
Delhi,2014-02-05,306,306,,,,pm25
London,2014-02-05,25,25,21.0,26.1,3.9,pm25
New York,2014-02-05,21,21,,,,pm25
Delhi,2014-02-06,306,306,,,,pm25
London,2014-02-06,25,25,21.0,26.1,3.9,pm25
New York,2014-02-06,21,21,,,,pm25
Delhi,2014-02-07,306,306,,,,pm25
London,2014-02-07,25,25,21.0,26.1,3.9,pm25
New York,2014-02-07,21,21,,,,pm25
Delhi,2014-02-08,306,306,,,,pm25
London,2014-02-08,25,25,21.0,26.1,3.9,pm25
New York,2014-02-08,21,21,,,,pm25
Delhi,2014-02-09,306,306,,,,pm25
London,2014-02-09,25,25,21.0,26.1,3.9,pm25
New York,2014-02-09,21,21,,,,pm25
Delhi,2014-02-10,306,306,,,,pm25
London,2014-02-10,25,25,21.0,26.1,3.9,pm25
New York,2014-02-10,21,21,,,,pm25
Delhi,2014-02-11,306,306,,,,pm25
London,2014-02-11,25,25,21.0,26.1,3.9,pm25
New York,2014-02-11,21,21,,,,pm25
Delhi,2014-02-12,306,306,,,,pm25
London,2014-02-12,25,25,21.0,26.1,3.9,pm25
New York,2014-02-12,21,21,,,,pm25
Delhi,2014-02-13,306,306,,,,pm25
London,2014-02-13,25,25,21.0,26.1,3.9,pm25
New York,2014-02-13,21,21,,,,pm25
Delhi,2014-02-14,306,306,,,,pm25
London,2014-02-14,25,25,21.0,26.1,3.9,pm25
New York,2014-02-14,21,21,,,,pm25
Delhi,2014-02-15,306,306,,,,pm25
London,2014-02-15,25,25,21.0,26.1,3.9,pm25
New York,2014-02-15,21,21,,,,pm25
Delhi,2014-02-16,306,306,,,,pm25
London,2014-02-16,25,25,21.0,26.1,3.9,pm25
New York,2014-02-16,21,21,,,,pm25
Delhi,2014-02-17,306,306,,,,pm25
London,2014-02-17,25,25,21.0,26.1,3.9,pm25
New York,2014-02-17,21,21,,,,pm25
Delhi,2014-02-18,306,306,,,,pm25
London,2014-02-18,25,25,21.0,26.1,3.9,pm25
New York,2014-02-18,21,21,,,,pm25
Delhi,2014-02-19,306,306,,,,pm25
London,2014-02-19,25,25,21.0,26.1,3.9,pm25
New York,2014-02-19,21,21,,,,pm25
Delhi,2014-02-20,306,306,,,,pm25
London,2014-02-20,25,25,21.0,26.1,3.9,pm25
New York,2014-02-20,21,21,,,,pm25
Delhi,2014-02-21,306,306,,,,pm25
London,2014-02-21,25,25,21.0,26.1,3.9,pm25
New York,2014-02-21,21,21,,,,pm25
Delhi,2014-02-22,306,306,,,,pm25
London,2014-02-22,25,25,21.0,26.1,3.9,pm25
New York,2014-02-22,21,21,,,,pm25
Delhi,2014-02-23,306,306,,,,pm25
London,2014-02-23,25,25,21.0,26.1,3.9,pm25
New York,2014-02-23,21,21,,,,pm25
Delhi,2014-02-24,306,306,,,,pm25
London,2014-02-24,25,25,21.0,26.1,3.9,pm25
New York,2014-02-24,21,21,,,,pm25
Delhi,2014-02-25,306,306,,,,pm25
London,2014-02-25,25,25,21.0,26.1,3.9,pm25
New York,2014-02-25,21,21,,,,pm25
Delhi,2014-02-26,306,306,,,,pm25
London,2014-02-26,25,25,21.0,26.1,3.9,pm25
New York,2014-02-26,21,21,,,,pm25
Delhi,2014-02-27,306,306,,,,pm25
